,projectName,projectType,Skill_required
6590,CodeCraft Web Builder,Fleet Management System,Product Management
6591,CodeCraft Web Builder,Fleet Management System,Agile Methodologies
6592,AgileTech,Dashboard Creator,Swift
6593,AgileTech,Dashboard Creator,Cybersecurity
6594,AgileTech,Dashboard Creator,Agile Methodologies
6595,AgileTech,Dashboard Creator,Docker
6596,CodeCraft,Educational Software,Django
6597,CodeCraft,Educational Software,Docker
6598,CodeCraft,Educational Software,CSS
6599,CodeCraft,Educational Software,User Stories
6600,Streamline Solutions CRM,Crypto Trader,Penetration Testing
6601,Streamline Solutions CRM,Crypto Trader,DevOps
6602,Streamline Solutions CRM,Crypto Trader,Prototyping
6603,Streamline Solutions CRM,Crypto Trader,Git
6604,DataPulse,Dashboard Creator,Vue.js
6605,DataPulse,Dashboard Creator,React
6606,DataPulse,Dashboard Creator,Problem Solving
6607,DataPulse,Dashboard Creator,UI/UX Design
6608,FusionSoft Email Client,Human Resource Management System,Documentation
6609,FusionSoft Email Client,Human Resource Management System,Product Management
6610,FusionSoft Email Client,Human Resource Management System,Information Security
6611,FusionSoft Email Client,Human Resource Management System,Behavior-Driven Development
6612,SwiftCode,Survey Software,.NET
6613,SwiftCode,Survey Software,Docker
6614,SwiftCode,Survey Software,Azure
6615,SwiftCode,Survey Software,Documentation
6616,AgileWare,Remote Support Tool,MySQL
6617,AgileWare,Remote Support Tool,Penetration Testing
6618,AgileWare,Remote Support Tool,HTML
6619,AgileWare,Remote Support Tool,GraphQL
6620,DataWave,Mobile App,Troubleshooting
6621,DataWave,Mobile App,PostgreSQL
6622,DataWave,Mobile App,User Stories
6623,DataWave,Mobile App,Python
6624,DataCraft,Virtual Assistant,Flask
6625,DataCraft,Virtual Assistant,PostgreSQL
6626,DataCraft,Virtual Assistant,Statistical Analysis
6627,DataCraft,Virtual Assistant,React
6628,AgileWare,Inventory Management System,Interaction Design
6629,AgileWare,Inventory Management System,Agile Product Management
6630,AgileWare,Inventory Management System,Vue.js
6631,AgileWare,Inventory Management System,MySQL
6632,InnovateSoft Budget Planner,Budget Planner,Cybersecurity
6633,InnovateSoft Budget Planner,Budget Planner,Test-Driven Development
6634,InnovateSoft Budget Planner,Budget Planner,Data Analysis
6635,InnovateSoft Budget Planner,Budget Planner,Troubleshooting
6636,SilverLinx POS System,Dashboard Creator,Documentation
6637,SilverLinx POS System,Dashboard Creator,Cybersecurity
6638,SilverLinx POS System,Dashboard Creator,Swift
6639,SilverLinx POS System,Dashboard Creator,NoSQL
6640,LogicLane Project Tracker,Chatbot,Git
6641,LogicLane Project Tracker,Chatbot,Test-Driven Development
6642,LogicLane Project Tracker,Chatbot,MongoDB
6643,LogicLane Project Tracker,Chatbot,Machine Learning
6644,PixelWorks,Help Desk Software,Data Analysis
6645,PixelWorks,Help Desk Software,Continuous Deployment
6646,PixelWorks,Help Desk Software,Responsive Design
6647,PixelWorks,Help Desk Software,Collaboration
6648,VortexVision Virtual Assistant,Customer Relationship Management,Business Analysis
6649,VortexVision Virtual Assistant,Customer Relationship Management,AWS
6650,VortexVision Virtual Assistant,Customer Relationship Management,Scrum
6651,VortexVision Virtual Assistant,Customer Relationship Management,C#
6652,FusionSoft Email Client,Email Client,Kotlin
6653,FusionSoft Email Client,Email Client,Test-Driven Development
6654,FusionSoft Email Client,Email Client,Azure
6655,FusionSoft Email Client,Email Client,Collaboration
6656,MetaMind Chatbot Builder,Task Management Tool,Data Science
6657,MetaMind Chatbot Builder,Task Management Tool,Agile Product Management
6658,MetaMind Chatbot Builder,Task Management Tool,PostgreSQL
6659,MetaMind Chatbot Builder,Task Management Tool,Cryptography
6660,FusionSoft Email Client,Mobile App,Product Management
6661,FusionSoft Email Client,Mobile App,Machine Learning
6662,FusionSoft Email Client,Mobile App,Git
6663,FusionSoft Email Client,Mobile App,Data Visualization
6664,SwiftShift Time Tracker,Project Management Software,C#
6665,SwiftShift Time Tracker,Project Management Software,RESTful API
6666,SwiftShift Time Tracker,Project Management Software,Kubernetes
6667,SwiftShift Time Tracker,Project Management Software,Machine Learning
6668,DataBridge,Virtual Assistant,Microservices
6669,DataBridge,Virtual Assistant,AWS
6670,DataBridge,Virtual Assistant,Artificial Intelligence
6671,DataBridge,Virtual Assistant,Objective-C
6672,DataBridge,Customer Relationship Management,Documentation
6673,DataBridge,Customer Relationship Management,Leadership
6674,DataBridge,Customer Relationship Management,Problem Solving
6675,DataBridge,Customer Relationship Management,Machine Learning
6676,CatalystCommerce,Dashboard Creator,Django
6677,CatalystCommerce,Dashboard Creator,Git
6678,CatalystCommerce,Dashboard Creator,AWS
6679,CatalystCommerce,Dashboard Creator,CSS
6680,SwiftCode,Budget Planner,Prototyping
6681,SwiftCode,Budget Planner,User Research
6682,SwiftCode,Budget Planner,Responsive Design
6683,SwiftCode,Budget Planner,Requirements Analysis
6684,DataCraft,Crypto Trader,MySQL
6685,DataCraft,Crypto Trader,Angular
6686,DataCraft,Crypto Trader,Business Analysis
6687,DataCraft,Crypto Trader,RESTful API
6688,QuickTech Remote Support,Email Client,AWS
6689,QuickTech Remote Support,Email Client,Continuous Deployment
6690,QuickTech Remote Support,Email Client,RESTful API
6691,QuickTech Remote Support,Email Client,Kotlin
6692,TechSprint,Backup Solution,Technical Writing
6693,TechSprint,Backup Solution,NoSQL
6694,TechSprint,Backup Solution,Node.js
6695,TechSprint,Backup Solution,MongoDB
6696,EchoTech Task Manager,Healthcare Management System,NoSQL
6697,EchoTech Task Manager,Healthcare Management System,Communication
6698,EchoTech Task Manager,Healthcare Management System,MongoDB
6699,EchoTech Task Manager,Healthcare Management System,Prototyping
6700,TechTrek Data Analyzer,Backup Solution,Statistical Analysis
6701,TechTrek Data Analyzer,Backup Solution,NoSQL
6702,TechTrek Data Analyzer,Backup Solution,Behavior-Driven Development
6703,TechTrek Data Analyzer,Backup Solution,Leadership
6704,DataCraft,Content Management System,HTML
6705,DataCraft,Content Management System,Troubleshooting
6706,DataCraft,Content Management System,Communication
6707,DataCraft,Content Management System,RESTful API
6708,DataSync,Task Management Tool,.NET
6709,DataSync,Task Management Tool,Product Management
6710,DataSync,Task Management Tool,Docker
6711,DataSync,Task Management Tool,Angular
6712,SwiftShift Time Tracker,Document Management System,Prototyping
6713,SwiftShift Time Tracker,Document Management System,Google Cloud Platform
6714,SwiftShift Time Tracker,Document Management System,User Research
6715,SwiftShift Time Tracker,Document Management System,PostgreSQL
6716,CatalystCommerce,Supply Chain Management Software,JavaScript
6717,CatalystCommerce,Supply Chain Management Software,Technical Writing
6718,CatalystCommerce,Supply Chain Management Software,Java
6719,CatalystCommerce,Supply Chain Management Software,Prototyping
6720,ByteForge,Content Management System,Support
6721,ByteForge,Content Management System,Cybersecurity
6722,ByteForge,Content Management System,Product Management
6723,ByteForge,Content Management System,Continuous Integration
6724,AgileWare,Budget Planner,Collaboration
6725,AgileWare,Budget Planner,Continuous Integration
6726,AgileWare,Budget Planner,User Research
6727,AgileWare,Budget Planner,Communication
6728,PixelWare,POS System,RESTful API
6729,PixelWare,POS System,Collaboration
6730,PixelWare,POS System,DevOps
6731,PixelWare,POS System,GraphQL
6732,PixelWorks,Healthcare Management System,PostgreSQL
6733,PixelWorks,Healthcare Management System,JavaScript
6734,PixelWorks,Healthcare Management System,Docker
6735,PixelWorks,Healthcare Management System,Data Science
6736,AgileFlow,Ticketing System,Docker
6737,AgileFlow,Ticketing System,Responsive Design
6738,AgileFlow,Ticketing System,Azure
6739,AgileFlow,Ticketing System,Prototyping
6740,Streamline Solutions CRM,Learning Management System,Prototyping
6741,Streamline Solutions CRM,Learning Management System,Node.js
6742,Streamline Solutions CRM,Learning Management System,Collaboration
6743,Streamline Solutions CRM,Learning Management System,Cryptography
6744,DataBridge,Web Application,Product Management
6745,DataBridge,Web Application,Agile Product Management
6746,DataBridge,Web Application,Information Security
6747,DataBridge,Web Application,RESTful API
6748,PixelPulse,Mobile App,Agile Product Management
6749,PixelPulse,Mobile App,Kotlin
6750,PixelPulse,Mobile App,MySQL
6751,PixelPulse,Mobile App,Collaboration
6752,TechSpark,Web Application,Angular
6753,TechSpark,Web Application,SQL
6754,TechSpark,Web Application,Network Security
6755,TechSpark,Web Application,Objective-C
6756,DataCraft,Learning Management System,SQL
6757,DataCraft,Learning Management System,Agile Product Management
6758,DataCraft,Learning Management System,UI/UX Design
6759,DataCraft,Learning Management System,Documentation
6760,CatalystCommerce,Web Application,Continuous Integration
6761,CatalystCommerce,Web Application,Behavior-Driven Development
6762,CatalystCommerce,Web Application,Scrum
6763,CatalystCommerce,Web Application,Data Analysis
6764,TechNova Backup Solution,Workflow Management Software,RESTful API
6765,TechNova Backup Solution,Workflow Management Software,Troubleshooting
6766,TechNova Backup Solution,Workflow Management Software,C#
6767,TechNova Backup Solution,Workflow Management Software,Technical Writing
6768,InnovatePro,Virtual Assistant,Support
6769,InnovatePro,Virtual Assistant,CI/CD
6770,InnovatePro,Virtual Assistant,Continuous Integration
6771,InnovatePro,Virtual Assistant,NoSQL
6772,AgileTech,Budget Planner,Continuous Deployment
6773,AgileTech,Budget Planner,MySQL
6774,AgileTech,Budget Planner,Kubernetes
6775,AgileTech,Budget Planner,Wireframing
6776,FusionSoft Email Client,Accounting Software,Objective-C
6777,FusionSoft Email Client,Accounting Software,Support
6778,FusionSoft Email Client,Accounting Software,NoSQL
6779,FusionSoft Email Client,Accounting Software,C#
6780,PixelWorks,Supply Chain Management Software,Java
6781,PixelWorks,Supply Chain Management Software,HTML
6782,PixelWorks,Supply Chain Management Software,Problem Solving
6783,PixelWorks,Supply Chain Management Software,Interaction Design
6784,DataPulse,Content Delivery Network,Communication
6785,DataPulse,Content Delivery Network,Machine Learning
6786,DataPulse,Content Delivery Network,User Research
6787,DataPulse,Content Delivery Network,PHP
6788,MetaMind Chatbot Builder,Sales Forecasting Software,Kotlin
6789,MetaMind Chatbot Builder,Sales Forecasting Software,Scrum
6790,MetaMind Chatbot Builder,Sales Forecasting Software,Cybersecurity
6791,MetaMind Chatbot Builder,Sales Forecasting Software,Microservices
6792,DataSync,Ticketing System,GraphQL
6793,DataSync,Ticketing System,SQL
6794,DataSync,Ticketing System,Python
6795,DataSync,Ticketing System,Interaction Design
6796,Streamline Solutions CRM,Learning Management System,Communication
6797,Streamline Solutions CRM,Learning Management System,JavaScript
6798,Streamline Solutions CRM,Learning Management System,MySQL
6799,Streamline Solutions CRM,Learning Management System,Agile Product Management
6800,SwiftCode,Booking System,DevOps
6801,SwiftCode,Booking System,Containerization
6802,SwiftCode,Booking System,MongoDB
6803,SwiftCode,Booking System,Data Visualization
6804,InnovatePro,Asset Management System,Agile Product Management
6805,InnovatePro,Asset Management System,NoSQL
6806,InnovatePro,Asset Management System,MongoDB
6807,InnovatePro,Asset Management System,Artificial Intelligence
6808,DataForge Dashboard Creator,Fleet Management System,Git
6809,DataForge Dashboard Creator,Fleet Management System,Continuous Deployment
6810,DataForge Dashboard Creator,Fleet Management System,Collaboration
6811,DataForge Dashboard Creator,Fleet Management System,Data Science
6812,BlueFinity Evoke,Payment Gateway,AWS
6813,BlueFinity Evoke,Payment Gateway,Problem Solving
6814,BlueFinity Evoke,Payment Gateway,Python
6815,BlueFinity Evoke,Payment Gateway,Wireframing
6816,NexGen Mobile Scheduler,Task Management Tool,Collaboration
6817,NexGen Mobile Scheduler,Task Management Tool,CI/CD
6818,NexGen Mobile Scheduler,Task Management Tool,JavaScript
6819,NexGen Mobile Scheduler,Task Management Tool,MySQL
6820,TechNova Backup Solution,Event Management Software,Ruby
6821,TechNova Backup Solution,Event Management Software,Machine Learning
6822,TechNova Backup Solution,Event Management Software,Cybersecurity
6823,TechNova Backup Solution,Event Management Software,Behavior-Driven Development
6824,QuickTech Remote Support,Inventory Control System,Technical Writing
6825,QuickTech Remote Support,Inventory Control System,Cybersecurity
6826,QuickTech Remote Support,Inventory Control System,Wireframing
6827,QuickTech Remote Support,Inventory Control System,Prototyping
6828,DataForge Dashboard Creator,Learning Management System,Business Analysis
6829,DataForge Dashboard Creator,Learning Management System,Docker
6830,DataForge Dashboard Creator,Learning Management System,Behavior-Driven Development
6831,DataForge Dashboard Creator,Learning Management System,Continuous Deployment
6832,PixelPlex Crypto Trader,Asset Management System,Agile Methodologies
6833,PixelPlex Crypto Trader,Asset Management System,HTML
6834,PixelPlex Crypto Trader,Asset Management System,Python
6835,PixelPlex Crypto Trader,Asset Management System,Data Visualization
6836,BlueFinity Evoke,E-commerce Platform,CI/CD
6837,BlueFinity Evoke,E-commerce Platform,Azure
6838,BlueFinity Evoke,E-commerce Platform,SQL
6839,BlueFinity Evoke,E-commerce Platform,Test-Driven Development
6840,EchoTech Task Manager,Document Management System,SQL
6841,EchoTech Task Manager,Document Management System,Python
6842,EchoTech Task Manager,Document Management System,Continuous Integration
6843,EchoTech Task Manager,Document Management System,Scrum
6844,ByteBlitz Document Manager,Content Management System,Cryptography
6845,ByteBlitz Document Manager,Content Management System,Cybersecurity
6846,ByteBlitz Document Manager,Content Management System,PHP
6847,ByteBlitz Document Manager,Content Management System,GraphQL
6848,TechSpark,Ticketing System,Data Science
6849,TechSpark,Ticketing System,Vue.js
6850,TechSpark,Ticketing System,Artificial Intelligence
6851,TechSpark,Ticketing System,Continuous Deployment
6852,EchoTech Task Manager,Inventory Control System,Collaboration
6853,EchoTech Task Manager,Inventory Control System,Objective-C
6854,EchoTech Task Manager,Inventory Control System,Node.js
